,0
0,0.014934572177207804
1,-0.004570414332622006
2,-0.01871107970481196
3,0.004054454839476408
4,0.005232613474893583
5,-0.00780562393180839
6,-0.03445845748612037
7,0.011059374463422207
8,-0.012792596540151293
9,0.008927853098078472
10,-0.020672863834366964
11,-0.00040634107504051406
12,0.010917048522045055
13,0.0015757566365034005
14,-0.0006914371238932676
15,-0.0007370839338973085
16,-0.0028661460147614954
17,0.017062261553489777
18,0.0030208406840159722
19,-0.017742865366849936
20,-0.01250892807129972
21,0.008047519881008188
22,-0.004793282923552407
23,0.010388582787121495
24,-0.009459190236442051
25,-0.015600586221537184
26,-0.06506054936692421
27,-0.028425449851072326
28,0.009865900681372481
29,0.02304064577730869
30,-0.01212563688728066
31,0.027916786350395427
32,-0.03324236899568881
33,-0.037399205775626825
34,-0.12528976438209907
35,0.06126706926902396
36,-0.07901874286361607
37,-0.14481403884702618
38,0.16102630045148145
39,-0.1208004089728517
40,0.05203052909442456
41,-0.08476628831790393
42,0.008067571484128394
43,-0.025388852497262436
44,-0.05382204710308286
45,0.09485466636836355
46,0.06369661045159325
47,0.03711539973777973
48,-0.05193244322435667
49,0.026886837652326977
50,-0.010648183340954357
51,-0.02280132270091475
52,0.020356312617074178
53,-0.038644863364453545
54,0.060764497570927
55,0.035180514682379975
56,0.023236951204251788
57,-0.01585900285751973
58,0.0167151607657077
59,0.002157702369882039
60,-0.026383517206258672
61,-0.027876405974738144
62,0.021003736434506596
63,-0.02049577605228243
64,0.008480675604703647
65,-0.0018993343594381287
66,-0.044095027093540094
67,0.03142376694707286
68,0.04506811792326873
69,0.02868689926207841
70,-0.03748539146028637
71,-0.019860657951443657
72,0.015922584883417377
73,-0.014112042631476517
74,-0.011352235392878461
75,0.04976386138693866
76,-0.012146467806362166
77,-0.018247547513519213
78,-0.011127385177972961
79,0.02476609375922451
80,-0.021403682538871368
81,0.0571181490059375
82,-0.0118432053952594
83,0.01167099907546376
84,0.01167981780875141
85,-0.008718785702154114
86,0.03971343472320904
87,-0.013969533410965396
88,0.03245859039944959
89,-0.02056970982546055
90,0.007607207866980749
91,0.017976341260290938
92,0.0385367670471451
93,0.020235466315721023
94,0.01799197310993214
95,0.020659091872181772
96,0.031050331065158785
97,-0.018384859602447286
98,-0.028972439202093872
99,-0.02219906880238143
100,-0.008558743835777417
101,0.023102170026868235
102,0.017294305459039677
103,0.007204563896810268
104,0.002239087010037829
105,-0.014291041359639727
106,0.002865191284638069
107,-0.024285040063682456
108,0.02126646658797302
109,-0.019822543673177397
110,0.02508279973728169
111,-0.016093030927029763
112,0.009360407885969842
113,0.007943495125199013
114,-0.0010618561869210914
115,0.03396520933477507
116,-0.01985977448273341
117,0.02181430276790974
118,-0.01273492530820012
119,0.012887068765801722
120,-0.0182773321051751
121,0.02586993649686606
122,0.014326301833366984
123,-0.02087246239172037
124,0.007666935684682211
125,0.0010410023171725069
126,0.01876903306702985
127,-0.012282711986034141
128,-0.016802430578259787
129,0.009202815044671199
130,0.03754930187207469
131,-0.011764117995986091
