,0
0,1.0149296482052068
1,1.010251947171996
2,0.9913149355536766
3,0.9952395768851606
4,1.0006616466767895
5,0.9927819816706697
6,0.9585431943528535
7,0.9691865111773256
8,0.9569074414091278
9,0.9654493389357424
10,0.9455389978700907
11,0.9451493247954401
12,0.9554638212896183
13,0.9570000547682016
14,0.956475945180492
15,0.9558007018982763
16,0.9532159087087146
17,0.9694483746433425
18,0.972450608569032
19,0.9552248511433901
20,0.9432250983684917
21,0.9506400440844317
22,0.946232712278736
23,0.9561972535613635
24,0.9470812628628933
25,0.9322760006804413
26,0.8714525057727965
27,0.8468377300582546
28,0.8551836205784433
29,0.8750201420801627
30,0.8643333063550733
31,0.8884097573297796
32,0.8587002925571086
33,0.8262583490885412
34,0.7215035989363409
35,0.76630730574393
36,0.7055521359181455
37,0.6028852576311133
38,0.7008955406943517
39,0.6160706691536346
40,0.6476018911502125
41,0.5915781264247945
42,0.5971586826704889
43,0.5816239765286243
44,0.5503740612057187
45,0.6035372968541733
46,0.6423865917499629
47,0.6656575989561397
48,0.6307074128589977
49,0.6475335433069784
50,0.6415950177821522
51,0.6275044953582506
52,0.6409273513566555
53,0.6165006270001956
54,0.653800007679203
55,0.6767717541485019
56,0.6928961692281898
57,0.6818289626310475
58,0.6932231842262675
59,0.6945877626008236
60,0.6762734849338272
61,0.65735507647212
62,0.6712575830726206
63,0.6574313370738519
64,0.6634421940503982
65,0.6623248862405186
66,0.6328467066912311
67,0.6526679710260798
68,0.6825226185320594
69,0.7024653946697967
70,0.6763010345458926
71,0.6623632986001269
72,0.6729748350660327
73,0.6632227091576467
74,0.6559101494842335
75,0.6886634525618849
76,0.6801982268254216
77,0.6678902020170081
78,0.6604375078230131
79,0.676460393002137
80,0.6618957600040356
81,0.7000052639407056
82,0.691851765709416
83,0.7001163101902911
84,0.7085145078694626
85,0.7022011463556351
86,0.7301449614063005
87,0.7198971646035204
88,0.7428302967958742
89,0.7278003091695767
90,0.7336346919160618
91,0.746768368460543
92,0.775804794195356
93,0.7913628983650669
94,0.805403048689635
95,0.8219756338099492
96,0.8473967055004891
97,0.831642351945376
98,0.8076287440466259
99,0.7896174951764786
100,0.7829800249639852
101,0.8015328200480772
102,0.8151289728234662
103,0.8209885272679068
104,0.8226945513429866
105,0.810549063180314
106,0.8132684922527653
107,0.7934110292387974
108,0.8102241285473064
109,0.7939892910514279
110,0.8140614771968396
111,0.8009753534450993
112,0.8084478042355453
113,0.8150458192100072
114,0.8141942481614832
115,0.8419963239869225
116,0.8251096197519718
117,0.8431648487761085
118,0.8322393321147158
119,0.8429974992963815
120,0.8279590219025517
121,0.8495998839610827
122,0.8617446859626379
123,0.8436897226335351
124,0.8500775654430557
125,0.8510172606417221
126,0.8669814111620252
127,0.8562038795775534
128,0.8418116987822976
129,0.8493341747810796
130,0.8811988195394601
131,0.8708024332614868
132,0.891408553183957
133,0.8676304308744424
134,0.840623343063629
135,0.8347398124119556
136,0.8189170314652097
137,0.8314553590717793
138,0.8352646427659403
139,0.8245640715025028
140,0.8368213786229953
141,0.8278324131887804
142,0.8315137249026031
143,0.812333705286374
144,0.8161793656165404
145,0.8043487471713607
146,0.8150949272185462
147,0.8081533301240269
148,0.8084601755477785
149,0.8061639079442685
150,0.8160346972967152
151,0.8092450531958642
152,0.7975798181035492
153,0.7993296001306333
154,0.8087623837087066
155,0.7834387524539589
156,0.8087751066963833
157,0.8080130882097606
158,0.8115434496550847
159,0.8157003620757509
160,0.7982086122616657
161,0.8032918788377904
162,0.785776272625459
163,0.7849979745147349
164,0.7949716894519318
165,0.7968760978992737
166,0.7888719430025153
167,0.8029424253389802
168,0.7859021605124393
169,0.7718282200481615
170,0.7747863556170106
171,0.7618712413383796
172,0.771458190227692
173,0.7720571489861215
174,0.7621272224423882
175,0.7499800775275148
176,0.7584834497593167
177,0.7625657830102118
178,0.7544697326728833
179,0.7728894446889931
180,0.7756567367619097
181,0.7780756760046688
182,0.8051703305301705
183,0.7998902231380017
184,0.8054740797542801
185,0.8066928301064185
186,0.7968212024798351
187,0.7851013989326896
188,0.7883667896130203
189,0.8092606820033148
190,0.8147477951912828
191,0.8391699545456818
192,0.8389953887018239
193,0.8408869193282947
194,0.8226993379516986
195,0.7858998422463311
196,0.7893436937337162
197,0.7665273672600884
198,0.7958850648832538
199,0.7976275461974506
200,0.8141611178391349
201,0.8131379927404063
202,0.8689363171188608
203,0.9118365531107624
204,0.9054818125405049
205,0.8802485870202469
206,0.9031503353643322
207,0.9305244098968702
208,0.9419305169778386
209,0.9213748458222693
210,0.9260231939871877
211,0.9443205501919116
212,0.9769805639030157
213,0.9707264737120953
214,0.9620765985019794
215,0.962969174100657
216,0.947467463120981
217,0.9887842689473257
218,0.9940870685563432
219,0.9922891215599727
220,1.010740895417894
221,1.0149064048838727
222,1.0103536199436225
223,1.016551372807877
224,1.0496686026526192
225,1.0420059967108823
226,1.0328373548300305
227,1.0420034794851645
228,1.0609449015400083
229,1.0677050376642014
230,1.0710986835430538
231,1.045653072075758
232,1.0543276457538693
233,1.0698759803293407
234,1.0788601197567529
235,1.0806012121366442
236,1.0717756666719476
237,1.0731415235957231
238,1.0870439017968734
239,1.1125589371920093
240,1.147110735307963
241,1.1521196550157324
242,1.134848546890253
243,1.1374145435904868
244,1.1038601112493178
245,1.1253695703678883
246,1.086342366911805
247,1.0910231481161563
248,1.0898600030637315
249,1.0706811139489318
250,1.0566323748015956
251,1.0380563392723325
252,1.025731095314243
253,1.0259993330924932
254,1.049581193603772
255,1.014420814804635
256,1.0446327905539772
257,1.039771534659942
258,1.0492245817772765
259,1.0500178970154945
260,1.055034302506653
261,1.0364515030217256
262,1.0365964104374528
263,1.03647946302716
264,1.0344570193584754
265,1.0371723474166659
266,1.0601818800604217
267,1.0499455586941386
268,1.0343257013636677
269,0.9532736875479214
270,1.0001604057913638
271,1.0005524735285345
272,0.9689381568051819
273,0.9497370119726528
274,0.9406076548273191
275,0.9619881714469372
276,0.9571847832795385
277,0.9852679260235754
278,1.0191587930119481
279,0.9873526994976571
280,1.0006693948972363
281,1.010798961993978
282,1.0260486908228654
283,1.016688159317949
284,1.0285750003963627
285,1.0137591347558124
286,1.0449646463066982
287,1.0373463202891733
288,1.0477560888578743
289,1.0393527228015407
290,1.0144892527232785
291,1.0099919903095167
292,1.0224315783890108
293,1.0386193887586792
294,1.050064023822373
295,1.0590668579258307
296,1.050689799621304
297,1.0295049180620361
298,1.0517755304281071
299,1.0447498778742579
300,1.0432281178879284
301,1.041363861076451
302,1.0360724544691235
303,1.0499966458615773
304,1.0512151326918708
305,1.0690837176476076
306,1.0680856000972554
307,1.0716272356345906
308,1.0770187890375027
309,1.063906921535008
310,1.0654885321338554
311,1.073166527995821
312,1.0716236869499363
313,1.05926611632747
314,1.089886214863115
315,1.0736217257833027
316,1.065842626403112
317,1.0703383126049084
318,1.050807455453032
319,1.0700553830232964
320,1.094215374328998
321,1.1071095938868294
322,1.121160200973904
